#LTC PMBus Project Text File Version:1.1
#Checksum:0x146B
# This File is a text (machine readable) listing of all writable register values
# in your project (.proj file
# 
# NOTE: These comments are included for your benefit.  You may safely remove any line
# that starts with the character '#'
# 
# The format of this file is as follows:
# 
# Format Rules that Apply to all Versions:
#  * The first line of this file will always include a unique identifer indicating 
#    the particular version of the text file format as a comment line.
#      Example: '#LTC PMBus Project Text File Version:1.1'
# Version 1.1 format rules:
#  * The '#' character denotes a comment that should be ignored by software
#  * The next comment line (after the mandatory version line) shows the
#    checksum: 
#      Example: '#Checksum:0xAFAFAFAF'
#  * The last comment line before the register values shows the column headers: 
#      Example: '#7-Bit Address,Page,Write Protocol,Register Command Code,[DataByteHi]DataByteLo,RegisterName'
#  * Each following line contains the values for one specific register
# 
# Examples:
# 
# The following line indicates that Global Register VIN_OV_FAULT_RESPONSE_GLOBAL of the
# device at 7-bit I2C address 0x5C should be written using the Write Byte(WB)
# protocol with the command code 0x56 and the data byte 0x00
# 
# #7-Bit Address,Page,Write Protocol,Register Command Code,[DataByteHi]DataByteLo,RegisterName
# 0x5C,-1,WB,0x56,0x00,VIN_OV_FAULT_RESPONSE_GLOBAL
# 
# NOTE: The I2C transaction your software would generate is as follows:
#  * <StartCondition>
#  * 0xB8 (7-bit I2C address 0x5C with the write bit set 101 1100-0)
#  * 0x56 (The 8-bit command code for the register VIN_OV_FAULT_RESPONSE_GLOBAL)
#  * 0x00 (the data byte value for VIN_OV_FAULT_RESPONSE_GLOBAL)
#  * <StopCondition>
# NOTE: There is no need to set the PAGE register, because this is a global register
#       as indicated by Page='-1'
# NOTE: The I2C primitives necessary to execute this 'Write Byte' protocol are
#       defined in the SMBUS(TM) standard
# 
# The following line indicates the paged TON_RISE register for Page 3 of the device
# at 7-bit I2C address 0x5D should be written using the Write Word(WW) protocol with
# the command code 0x61 and the data word 0xDA80 (the low data byte byte is 0x80)
# 
# #7-Bit Address,Page,Write Protocol,Register Command Code,[DataByteHi]DataByteLo,RegisterName
# 0x5D,3,WW,0x61,0xDA80,TON_RISE
# 
# NOTE: The I2C transaction you would need to generate to write this to the device is as follows:
# 
#  * <StartCondition>
#  * 0xBA (7-bit I2C address 0x5D with the write bit set 101 1101-0)
#  * 0x00 (The 8-bit command code for the PAGE register)
#  * 0x03 (data byte indicating desired Page=3)
#  * <StopCondition>
# 
#  * <StartCondition>
#  * 0xBA (7-bit I2C address 0x5D with the write bit set 101 1101-0)
#  * 0x61 (The 8-bit command code for the global register VIN_OV_FAULT_RESPONSE_GLOBAL)
#  * 0x80 (Lo Data byte representing the desired value for the paged register TON_RISE)
#  * 0xDA (Hi Data byte representing the desired value for the paged register TON_RISE)
#  * <StopCondition>
# 
# NOTE: The I2C primitives necessary to execute this 'Write Word' protocol are defined in the SMBUS(TM) standard
# NOTE: The page register only needs to be written when you need to address a different page
# 
# 
# -----------------------------------
# NOTES ON Checksum Algorithm
# -----------------------------------
# The GUI Computes a simple 16-bit checksum for each text file it exports.
# This checksum is calculated according to the following algorithm:
# 
# Initialize the 16-bit Checksum=0
# For each line of the text file that includes a register value (like the above examples):
#   Checksum = Checksum + <7-bit address>
#   Checksum = Checksum + <page>
#   Checksum = Checksum + <command code>
#   Checksum = Checksum + <lo data byte>
#   Checksum = Checksum + <hi data byte> (add 0, or simply skip for single byte values)
# Checksum = 2's complement of Checksum
# 
# How to Verify that the Checksum is Valid when reading a text file:
# Parse the checksum reported by this file (i.e. Checksum:0xFFFD) -- call this ReportedChecksum
# Initialize a variable SumOfBytes=0
# For each line of the text file that includes a register value:
#   SumOfBytes = SumOfBytes + <7-bit address>
#   SumOfBytes = SumOfBytes + <page>
#   SumOfBytes = SumOfBytes + <command code>
#   SumOfBytes = SumOfBytes + <lo data byte>
#   SumOfBytes = SumOfBytes + <hi data byte> (add 0, or simply skip for single byte values)
# If the lowest 16-bits of SumOfBytes + ReportedChecksum == 0, the checksum is good
# Otherwise the checksum is bad.
# 
# For Example: If your SumOfBytes was computed as 0x3 and 
# the ReportedChecksum in the file was 0xFFFD.
#   0x3 + 0xFFFD = 0x10000
#   The lowest 16-bits are 0, so this cheksum is good.
# 
# 
#7-Bit Address,Page,Write Protocol,Register Command Code,[DataByteHi]DataByteLo,RegisterName
0x5E,-1,WB,0xD6,0x00,MFR_FAULTB01_RESPONSE_LTC2978 
0x5E,-1,WB,0xD7,0x0F,MFR_FAULTB10_RESPONSE_LTC2978 
0x5E,-1,WB,0xD8,0x00,MFR_FAULTB11_RESPONSE_LTC2978 
0x5E,-1,WB,0xD9,0x00,MFR_VINEN_OV_FAULT_RESPONSE_LTC2978 
0x5E,-1,WB,0xDA,0x00,MFR_VINEN_UV_FAULT_RESPONSE_LTC2978 
0x5E,-1,WW,0xDB,0xF320,MFR_RETRY_DELAY_LTC_GLOBAL 
0x5E,-1,WW,0xDC,0xFB20,MFR_RESTART_DELAY_GLOBAL 
0x5E,-1,WW,0xE1,0xEB20,MFR_POWERGOOD_ASSERTION_DELAY_LTC 
0x5E,-1,WW,0xE2,0x8000,MFR_WATCHDOG_T_FIRST_LTC 
0x5E,-1,WW,0xE3,0x8000,MFR_WATCHDOG_T_LTC 
0x5E,-1,WB,0xE4,0xFF,MFR_PAGE_FF_MASK_LTC2978 
0x5E,-1,WB,0xE6,0x5C,MFR_I2C_BASE_ADDRESS_LTC 
0x5E,-1,WB,0xF7,0x07,MFR_RETRY_COUNT_LTC 
0x5E,0,WB,0x01,0x80,OPERATION 
0x5E,0,WB,0x02,0x1E,ON_OFF_CONFIG 
0x5E,0,WW,0x21,0x399A,VOUT_COMMAND 
0x5E,0,WW,0x24,0x4666,VOUT_MAX 
0x5E,0,WW,0x25,0x3AC1,VOUT_MARGIN_HIGH 
0x5E,0,WW,0x26,0x3873,VOUT_MARGIN_LOW 
0x5E,0,WW,0x40,0x3C7B,VOUT_OV_FAULT_LIMIT 
0x5E,0,WB,0x41,0x80,VOUT_OV_FAULT_RESPONSE 
0x5E,0,WW,0x42,0x3B9E,VOUT_OV_WARN_LIMIT 
0x5E,0,WW,0x43,0x3796,VOUT_UV_WARN_LIMIT 
0x5E,0,WW,0x44,0x36B9,VOUT_UV_FAULT_LIMIT 
0x5E,0,WB,0x45,0x87,VOUT_UV_FAULT_RESPONSE 
0x5E,0,WW,0x5E,0x374B,POWER_GOOD_ON 
0x5E,0,WW,0x5F,0x3624,POWER_GOOD_OFF 
0x5E,0,WW,0x60,0xF284,TON_DELAY 
0x5E,0,WW,0x61,0xBA00,TON_RISE 
0x5E,0,WW,0x62,0xD3C0,TON_MAX_FAULT_LIMIT 
0x5E,0,WB,0x63,0x80,TON_MAX_FAULT_RESPONSE 
0x5E,0,WW,0x64,0xBA00,TOFF_DELAY 
0x5E,0,WW,0xB1,0x0000,USER_DATA_01 
0x5E,0,WW,0xB3,0x0000,USER_DATA_03 
0x5E,0,WW,0xD0,0x0090,MFR_CONFIG_LTC2977 
0x5E,0,WB,0xD2,0x01,MFR_FAULTBz0_PROPAGATE_LTC2978 
0x5E,0,WB,0xD3,0x00,MFR_FAULTBz1_PROPAGATE_LTC2978 
0x5E,0,WW,0xE0,0x0000,MFR_DAC_LTC 
0x5E,0,WW,0xE9,0xC200,MFR_VOUT_DISCHARGE_THRESHOLD_LTC 
0x5E,1,WB,0x01,0x80,OPERATION 
0x5E,1,WB,0x02,0x1E,ON_OFF_CONFIG 
0x5E,1,WW,0x21,0x399A,VOUT_COMMAND 
0x5E,1,WW,0x24,0x3F5C,VOUT_MAX 
0x5E,1,WW,0x25,0x3AC1,VOUT_MARGIN_HIGH 
0x5E,1,WW,0x26,0x3873,VOUT_MARGIN_LOW 
0x5E,1,WW,0x40,0x3C7B,VOUT_OV_FAULT_LIMIT 
0x5E,1,WB,0x41,0x80,VOUT_OV_FAULT_RESPONSE 
0x5E,1,WW,0x42,0x3B9E,VOUT_OV_WARN_LIMIT 
0x5E,1,WW,0x43,0x3796,VOUT_UV_WARN_LIMIT 
0x5E,1,WW,0x44,0x36B9,VOUT_UV_FAULT_LIMIT 
0x5E,1,WB,0x45,0x87,VOUT_UV_FAULT_RESPONSE 
0x5E,1,WW,0x5E,0x374B,POWER_GOOD_ON 
0x5E,1,WW,0x5F,0x3624,POWER_GOOD_OFF 
0x5E,1,WW,0x60,0xF284,TON_DELAY 
0x5E,1,WW,0x61,0xBA00,TON_RISE 
0x5E,1,WW,0x62,0xE280,TON_MAX_FAULT_LIMIT 
0x5E,1,WB,0x63,0x80,TON_MAX_FAULT_RESPONSE 
0x5E,1,WW,0x64,0xBA00,TOFF_DELAY 
0x5E,1,WW,0xB1,0x0000,USER_DATA_01 
0x5E,1,WW,0xB3,0x0000,USER_DATA_03 
0x5E,1,WW,0xD0,0x0090,MFR_CONFIG_LTC2977 
0x5E,1,WB,0xD2,0x01,MFR_FAULTBz0_PROPAGATE_LTC2978 
0x5E,1,WB,0xD3,0x00,MFR_FAULTBz1_PROPAGATE_LTC2978 
0x5E,1,WW,0xE0,0x0000,MFR_DAC_LTC 
0x5E,1,WW,0xE9,0xC200,MFR_VOUT_DISCHARGE_THRESHOLD_LTC 
0x5E,2,WB,0x01,0x80,OPERATION 
0x5E,2,WB,0x02,0x1E,ON_OFF_CONFIG 
0x5E,2,WW,0x21,0x699A,VOUT_COMMAND 
0x5E,2,WW,0x24,0x7428,VOUT_MAX 
0x5E,2,WW,0x25,0x6BB7,VOUT_MARGIN_HIGH 
0x5E,2,WW,0x26,0x677D,VOUT_MARGIN_LOW 
0x5E,2,WW,0x40,0x6EE2,VOUT_OV_FAULT_LIMIT 
0x5E,2,WB,0x41,0x80,VOUT_OV_FAULT_RESPONSE 
0x5E,2,WW,0x42,0x6D4C,VOUT_OV_WARN_LIMIT 
0x5E,2,WW,0x43,0x65E8,VOUT_UV_WARN_LIMIT 
0x5E,2,WW,0x44,0x6452,VOUT_UV_FAULT_LIMIT 
0x5E,2,WB,0x45,0x87,VOUT_UV_FAULT_RESPONSE 
0x5E,2,WW,0x5E,0x655F,POWER_GOOD_ON 
0x5E,2,WW,0x5F,0x6342,POWER_GOOD_OFF 
0x5E,2,WW,0x60,0xF284,TON_DELAY 
0x5E,2,WW,0x61,0xBA00,TON_RISE 
0x5E,2,WW,0x62,0xDBC0,TON_MAX_FAULT_LIMIT 
0x5E,2,WB,0x63,0x80,TON_MAX_FAULT_RESPONSE 
0x5E,2,WW,0x64,0xBA00,TOFF_DELAY 
0x5E,2,WW,0xB1,0x0000,USER_DATA_01 
0x5E,2,WW,0xB3,0x0000,USER_DATA_03 
0x5E,2,WW,0xD0,0x0090,MFR_CONFIG_LTC2977 
0x5E,2,WB,0xD2,0x01,MFR_FAULTBz0_PROPAGATE_LTC2978 
0x5E,2,WB,0xD3,0x00,MFR_FAULTBz1_PROPAGATE_LTC2978 
0x5E,2,WW,0xE0,0x0000,MFR_DAC_LTC 
0x5E,2,WW,0xE9,0xC200,MFR_VOUT_DISCHARGE_THRESHOLD_LTC 
0x5E,3,WB,0x01,0x80,OPERATION 
0x5E,3,WB,0x02,0x1E,ON_OFF_CONFIG 
0x5E,3,WW,0x21,0x699A,VOUT_COMMAND 
0x5E,3,WW,0x24,0x7428,VOUT_MAX 
0x5E,3,WW,0x25,0x6BB7,VOUT_MARGIN_HIGH 
0x5E,3,WW,0x26,0x677D,VOUT_MARGIN_LOW 
0x5E,3,WW,0x40,0x6EE2,VOUT_OV_FAULT_LIMIT 
0x5E,3,WB,0x41,0x80,VOUT_OV_FAULT_RESPONSE 
0x5E,3,WW,0x42,0x6D4C,VOUT_OV_WARN_LIMIT 
0x5E,3,WW,0x43,0x65E8,VOUT_UV_WARN_LIMIT 
0x5E,3,WW,0x44,0x6452,VOUT_UV_FAULT_LIMIT 
0x5E,3,WB,0x45,0x87,VOUT_UV_FAULT_RESPONSE 
0x5E,3,WW,0x5E,0x655F,POWER_GOOD_ON 
0x5E,3,WW,0x5F,0x6342,POWER_GOOD_OFF 
0x5E,3,WW,0x60,0xF284,TON_DELAY 
0x5E,3,WW,0x61,0xBA00,TON_RISE 
0x5E,3,WW,0x62,0xDBC0,TON_MAX_FAULT_LIMIT 
0x5E,3,WB,0x63,0x80,TON_MAX_FAULT_RESPONSE 
0x5E,3,WW,0x64,0xBA00,TOFF_DELAY 
0x5E,3,WW,0xB1,0x0000,USER_DATA_01 
0x5E,3,WW,0xB3,0x0000,USER_DATA_03 
0x5E,3,WW,0xD0,0x0090,MFR_CONFIG_LTC2977 
0x5E,3,WB,0xD2,0x01,MFR_FAULTBz0_PROPAGATE_LTC2978 
0x5E,3,WB,0xD3,0x00,MFR_FAULTBz1_PROPAGATE_LTC2978 
0x5E,3,WW,0xE0,0x0000,MFR_DAC_LTC 
0x5E,3,WW,0xE9,0xC200,MFR_VOUT_DISCHARGE_THRESHOLD_LTC 
0x5E,4,WB,0x01,0x80,OPERATION 
0x5E,4,WB,0x02,0x1E,ON_OFF_CONFIG 
0x5E,4,WW,0x21,0x699A,VOUT_COMMAND 
0x5E,4,WW,0x24,0x7428,VOUT_MAX 
0x5E,4,WW,0x25,0x6BB7,VOUT_MARGIN_HIGH 
0x5E,4,WW,0x26,0x677D,VOUT_MARGIN_LOW 
0x5E,4,WW,0x40,0x6EE2,VOUT_OV_FAULT_LIMIT 
0x5E,4,WB,0x41,0x80,VOUT_OV_FAULT_RESPONSE 
0x5E,4,WW,0x42,0x6D4C,VOUT_OV_WARN_LIMIT 
0x5E,4,WW,0x43,0x65E8,VOUT_UV_WARN_LIMIT 
0x5E,4,WW,0x44,0x6452,VOUT_UV_FAULT_LIMIT 
0x5E,4,WB,0x45,0x87,VOUT_UV_FAULT_RESPONSE 
0x5E,4,WW,0x5E,0x655F,POWER_GOOD_ON 
0x5E,4,WW,0x5F,0x6342,POWER_GOOD_OFF 
0x5E,4,WW,0x60,0xF284,TON_DELAY 
0x5E,4,WW,0x61,0xBA00,TON_RISE 
0x5E,4,WW,0x62,0xEAD0,TON_MAX_FAULT_LIMIT 
0x5E,4,WB,0x63,0x80,TON_MAX_FAULT_RESPONSE 
0x5E,4,WW,0x64,0xBA00,TOFF_DELAY 
0x5E,4,WW,0xB1,0x0000,USER_DATA_01 
0x5E,4,WW,0xB3,0x0000,USER_DATA_03 
0x5E,4,WW,0xD0,0x0090,MFR_CONFIG_LTC2977 
0x5E,4,WB,0xD2,0x01,MFR_FAULTBz0_PROPAGATE_LTC2978 
0x5E,4,WB,0xD3,0x00,MFR_FAULTBz1_PROPAGATE_LTC2978 
0x5E,4,WW,0xE0,0x0000,MFR_DAC_LTC 
0x5E,4,WW,0xE9,0xC200,MFR_VOUT_DISCHARGE_THRESHOLD_LTC 
0x5E,5,WB,0x01,0x80,OPERATION 
0x5E,5,WB,0x02,0x1E,ON_OFF_CONFIG 
0x5E,5,WW,0x21,0x699A,VOUT_COMMAND 
0x5E,5,WW,0x24,0x7428,VOUT_MAX 
0x5E,5,WW,0x25,0x6BB7,VOUT_MARGIN_HIGH 
0x5E,5,WW,0x26,0x677D,VOUT_MARGIN_LOW 
0x5E,5,WW,0x40,0x6EE2,VOUT_OV_FAULT_LIMIT 
0x5E,5,WB,0x41,0x80,VOUT_OV_FAULT_RESPONSE 
0x5E,5,WW,0x42,0x6D4C,VOUT_OV_WARN_LIMIT 
0x5E,5,WW,0x43,0x65E8,VOUT_UV_WARN_LIMIT 
0x5E,5,WW,0x44,0x6452,VOUT_UV_FAULT_LIMIT 
0x5E,5,WB,0x45,0x87,VOUT_UV_FAULT_RESPONSE 
0x5E,5,WW,0x5E,0x655F,POWER_GOOD_ON 
0x5E,5,WW,0x5F,0x6342,POWER_GOOD_OFF 
0x5E,5,WW,0x60,0xF284,TON_DELAY 
0x5E,5,WW,0x61,0xBA00,TON_RISE 
0x5E,5,WW,0x62,0xEAD0,TON_MAX_FAULT_LIMIT 
0x5E,5,WB,0x63,0x80,TON_MAX_FAULT_RESPONSE 
0x5E,5,WW,0x64,0xBA00,TOFF_DELAY 
0x5E,5,WW,0xB1,0x0000,USER_DATA_01 
0x5E,5,WW,0xB3,0x0000,USER_DATA_03 
0x5E,5,WW,0xD0,0x0090,MFR_CONFIG_LTC2977 
0x5E,5,WB,0xD2,0x01,MFR_FAULTBz0_PROPAGATE_LTC2978 
0x5E,5,WB,0xD3,0x00,MFR_FAULTBz1_PROPAGATE_LTC2978 
0x5E,5,WW,0xE0,0x0000,MFR_DAC_LTC 
0x5E,5,WW,0xE9,0xC200,MFR_VOUT_DISCHARGE_THRESHOLD_LTC 
0x5E,6,WB,0x01,0x80,OPERATION 
0x5E,6,WB,0x02,0x1E,ON_OFF_CONFIG 
0x5E,6,WW,0x21,0x1000,VOUT_COMMAND 
0x5E,6,WW,0x24,0x119A,VOUT_MAX 
0x5E,6,WW,0x25,0x10CD,VOUT_MARGIN_HIGH 
0x5E,6,WW,0x26,0x0F33,VOUT_MARGIN_LOW 
0x5E,6,WW,0x40,0x10CD,VOUT_OV_FAULT_LIMIT 
0x5E,6,WB,0x41,0x80,VOUT_OV_FAULT_RESPONSE 
0x5E,6,WW,0x42,0x108F,VOUT_OV_WARN_LIMIT 
0x5E,6,WW,0x43,0x0ECD,VOUT_UV_WARN_LIMIT 
0x5E,6,WW,0x44,0x0E66,VOUT_UV_FAULT_LIMIT 
0x5E,6,WB,0x45,0x87,VOUT_UV_FAULT_RESPONSE 
0x5E,6,WW,0x5E,0x0F5C,POWER_GOOD_ON 
0x5E,6,WW,0x5F,0x0F0A,POWER_GOOD_OFF 
0x5E,6,WW,0x60,0xF284,TON_DELAY 
0x5E,6,WW,0x61,0xBA00,TON_RISE 
0x5E,6,WW,0x62,0xEAD0,TON_MAX_FAULT_LIMIT 
0x5E,6,WB,0x63,0x80,TON_MAX_FAULT_RESPONSE 
0x5E,6,WW,0x64,0xBA00,TOFF_DELAY 
0x5E,6,WW,0xB1,0xD0FE,USER_DATA_01 
0x5E,6,WW,0xB3,0x0000,USER_DATA_03 
0x5E,6,WW,0xD0,0x0090,MFR_CONFIG_LTC2977 
0x5E,6,WB,0xD2,0x01,MFR_FAULTBz0_PROPAGATE_LTC2978 
0x5E,6,WB,0xD3,0x00,MFR_FAULTBz1_PROPAGATE_LTC2978 
0x5E,6,WW,0xE0,0x0000,MFR_DAC_LTC 
0x5E,6,WW,0xE9,0xC200,MFR_VOUT_DISCHARGE_THRESHOLD_LTC 
0x5E,7,WB,0x01,0x80,OPERATION 
0x5E,7,WB,0x02,0x1E,ON_OFF_CONFIG 
0x5E,7,WW,0x21,0x399A,VOUT_COMMAND 
0x5E,7,WW,0x24,0x3F5C,VOUT_MAX 
0x5E,7,WW,0x25,0x3AC1,VOUT_MARGIN_HIGH 
0x5E,7,WW,0x26,0x3873,VOUT_MARGIN_LOW 
0x5E,7,WW,0x40,0x3C7B,VOUT_OV_FAULT_LIMIT 
0x5E,7,WB,0x41,0x80,VOUT_OV_FAULT_RESPONSE 
0x5E,7,WW,0x42,0x3B9E,VOUT_OV_WARN_LIMIT 
0x5E,7,WW,0x43,0x3796,VOUT_UV_WARN_LIMIT 
0x5E,7,WW,0x44,0x36B9,VOUT_UV_FAULT_LIMIT 
0x5E,7,WB,0x45,0x87,VOUT_UV_FAULT_RESPONSE 
0x5E,7,WW,0x5E,0x374B,POWER_GOOD_ON 
0x5E,7,WW,0x5F,0x3624,POWER_GOOD_OFF 
0x5E,7,WW,0x60,0xF360,TON_DELAY 
0x5E,7,WW,0x61,0xBA00,TON_RISE 
0x5E,7,WW,0x62,0xEB70,TON_MAX_FAULT_LIMIT 
0x5E,7,WB,0x63,0x80,TON_MAX_FAULT_RESPONSE 
0x5E,7,WW,0x64,0x8000,TOFF_DELAY 
0x5E,7,WW,0xB1,0x311C,USER_DATA_01 
0x5E,7,WW,0xB3,0x0000,USER_DATA_03 
0x5E,7,WW,0xD0,0x0090,MFR_CONFIG_LTC2977 
0x5E,7,WB,0xD2,0x01,MFR_FAULTBz0_PROPAGATE_LTC2978 
0x5E,7,WB,0xD3,0x00,MFR_FAULTBz1_PROPAGATE_LTC2978 
0x5E,7,WW,0xE0,0x0000,MFR_DAC_LTC 
0x5E,7,WW,0xE9,0xC200,MFR_VOUT_DISCHARGE_THRESHOLD_LTC 
